gid,objectid,loc_name,status,score,match_type,match_addr,longlabel,shortlabel,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,addrange,side,stpredir,stpretype,stname,sttype,stdir,bldgtype,bldgname,leveltype,levelname,unittype,unitname,subaddr,staddr,block,sector,nbrhd,district,city,metroarea,subregion,region,regionabbr,territory,zone,postal,postalext,country,cntryname,langcode,distance,x,y,displayx,displayy,__xmin,__xmax,ymin,ymax,exinfo,arc_single,id,loannumber,borrowerna,borrowerad,borrowerci,borrowerst,borrowerzi,loanstatus,loanstat_1,initialapp,currentapp,currenta_1,servicingl,hubzoneind,businessag,jobsreport,naicscode,lmiindicat,businessty,forgivenes,forgiven_1,full_addre,geom
27,27,World,M,100,A,"193 Willow Ave, Bronx, New York, 10454","193 Willow Ave, Bronx, NY, 10454, USA",193 Willow Ave,StreetAddress,NULL,NULL,"193 Willow Ave, Bronx, New York, 10454",NULL,NULL,20,NULL,193,217,191,191-217,L,NULL,NULL,Willow,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193 Willow Ave,NULL,NULL,Port Morris,Bronx,Bronx,New York City Metro,Bronx County,New York,NY,NULL,NULL,10454,3500,USA,United States,ENG,0,-73.9119626,40.80349682,-73.9119626,40.80349682,-73.9129626,-73.9109626,40.80249682,40.80449682,NULL,"193 Willow Avenue Bronx, NY",387019,4251057709,"GREAT OAKS MECHANICAL, INC.",193 Willow Avenue,Bronx,NY,10454,9/30/21,Paid in Full,113775,113775,113775,"TD Bank, National Association",Y,Existing or more than 2 years old,12,0,Y,Corporation,115288.84,8/27/21,"193 Willow Avenue Bronx, NY",0101000020E6100000B46A62985D7A52C0280FE4FBD8664440
28,28,World,M,100,A,"710 Longfellow Ave, Bronx, New York, 10474","710 Longfellow Ave, Bronx, NY, 10474, USA",710 Longfellow Ave,PointAddress,NULL,NULL,"710 Longfellow Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,710,NULL,NULL,NULL,NULL,NULL,NULL,Longfellow,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,710 Longfellow Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6003,USA,United States,ENG,0,-73.88466558,40.81537551,-73.88466558,40.81537551,-73.88566558,-73.88366558,40.81437551,40.81637551,NULL,"710 Longfellow Avenue Bronx, NY",387787,9423637804,P. EAST TRADING CORP.,710 Longfellow Avenue,Bronx,NY,10474-6003,7/14/21,Paid in Full,112646,112646,112646,Celtic Bank Corporation,Y,Existing or more than 2 years old,19,423990,Y,Corporation,113812.58,6/22/21,"710 Longfellow Avenue Bronx, NY",0101000020E61000003CF1625C9E7852C0B8D08C395E684440
29,29,World,M,98.26,A,"884 Gerard Ave, Bronx, New York, 10452","884 Gerard Ave, Bronx, NY, 10452, USA",884 Gerard Ave,PointAddress,NULL,NULL,"884 Gerard Ave, Bronx, New York, 10452",NULL,NULL,20,NULL,884,NULL,NULL,NULL,NULL,NULL,NULL,Gerard,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,884 Gerard Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,9430,USA,United States,ENG,0,-73.92450846,40.82802016,-73.92450846,40.82802016,-73.92550846,-73.92350846,40.82702016,40.82902016,COMM,"884 Gerard Ave Comm Bronx, NY",388176,2885407710,HARLEM GROUP DR CORP.,884 Gerard Ave Comm,Bronx,NY,10452,3/20/21,Paid in Full,112302,112302,112302,"JPMorgan Chase Bank, National Association",N,Existing or more than 2 years old,20,813920,Y,Corporation,113191.62,2/17/21,"884 Gerard Ave Comm Bronx, NY",0101000020E610000058F682252B7B52C0F8D38690FC694440
30,30,World,M,99.26,A,"355 Food Center Dr, Bronx, New York, 10474","355 Food Center Dr, Bronx, NY, 10474, USA",355 Food Center Dr,PointAddress,NULL,NULL,"355 Food Center Dr, Bronx, New York, 10474",NULL,NULL,20,NULL,355,NULL,NULL,NULL,NULL,NULL,NULL,Food Center,Dr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355 Food Center Dr,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,7000,USA,United States,ENG,0,-73.87168386,40.80672937,-73.87168386,40.80672937,-73.87268386,-73.87068386,40.80572937,40.80772937,F 4,"355 Food Center Drive, F-4 Bronx, NY",388553,6462167205,C & C MEATS CORP,"355 Food Center Drive, F-4",Bronx,NY,10474,9/25/21,Paid in Full,111754,111754,111754,Signature Bank,N,Existing or more than 2 years old,12,424470,Y,Corporation,113147.1,8/4/21,"355 Food Center Drive, F-4 Bronx, NY",0101000020E610000094EF16ABC97752C078CE72E842674440
31,31,World,M,100,A,"521 Faile St, Bronx, New York, 10474","521 Faile St, Bronx, NY, 10474, USA",521 Faile St,PointAddress,NULL,NULL,"521 Faile St, Bronx, New York, 10474",NULL,NULL,20,NULL,521,NULL,NULL,NULL,NULL,NULL,NULL,Faile,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,521 Faile St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6909,USA,United States,ENG,0,-73.88570972,40.81105066,-73.88570972,40.81105066,-73.88670972,-73.88470972,40.81005066,40.81205066,NULL,"521 Faile St Bronx, NY",391364,3721958607,JENRAM BAKERY CORP,521 Faile St,Bronx,NY,10474-6909,12/16/21,Paid in Full,108080,108080,108080,"Bank of America, National Association",Y,Existing or more than 2 years old,14,311812,Y,Subchapter S Corporation,108820.27,11/26/21,"521 Faile St Bronx, NY",0101000020E61000005CF1CC77AF7852C0A8CF0E82D0674440
32,32,World,M,100,A,"671 Prospect Ave, Bronx, New York, 10455","671 Prospect Ave, Bronx, NY, 10455, USA",671 Prospect Ave,PointAddress,NULL,NULL,"671 Prospect Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,671,NULL,NULL,NULL,NULL,NULL,NULL,Prospect,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,671 Prospect Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,2463,USA,United States,ENG,0,-73.90347424,40.81563833,-73.90347424,40.81563833,-73.90447424,-73.90247424,40.81463833,40.81663833,NULL,"671 Prospect Ave Bronx, NY",394476,6624848502,"LAUNDROMAT & CLEANERS EXPRESS, CORP.",671 Prospect Ave,Bronx,NY,10455-2463,9/24/21,Paid in Full,104375,104375,104375,Itria Ventures LLC,Y,Existing or more than 2 years old,6,812310,Y,Corporation,104827.29,8/13/21,"671 Prospect Ave Bronx, NY",0101000020E6100000A4F39A85D27952C0E0D032D666684440
33,33,World,M,100,A,"436 E 149th St, Bronx, New York, 10455","436 E 149th St, Bronx, NY, 10455, USA",436 E 149th St,PointAddress,NULL,NULL,"436 E 149th St, Bronx, New York, 10455",NULL,NULL,20,NULL,436,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,436 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,1399,USA,United States,ENG,0,-73.91608875,40.81524706,-73.91608875,40.81524706,-73.91708875,-73.91508875,40.81424706,40.81624706,NULL,"436 East 149 Street #Storefront Bronx, NY",395503,6286887307,MY WELLNESS SOLUTIONS,436 East 149 Street #Storefront,Bronx,NY,10455,7/15/21,Paid in Full,103167,103167,103167,WebBank,Y,Existing or more than 2 years old,12,812199,Y,Corporation,104307.57,6/3/21,"436 East 149 Street #Storefront Bronx, NY",0101000020E61000003CF5B432A17A52C0B8D002045A684440
34,34,World,M,100,A,"124 E 170th St, Bronx, New York, 10452","124 E 170th St, Bronx, NY, 10452, USA",124 E 170th St,PointAddress,NULL,NULL,"124 E 170th St, Bronx, New York, 10452",NULL,NULL,20,NULL,124,NULL,NULL,NULL,NULL,E,NULL,170th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124 E 170th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,7021,USA,United States,ENG,0,-73.91527755,40.83911914,-73.91527755,40.83911914,-73.91627755,-73.91427755,40.83811914,40.84011914,NULL,"124 East 170th Street Bronx, NY",396141,7427297110,PARASHER DENTAL PC,124 East 170th Street,Bronx,NY,10452,3/17/21,Paid in Full,102500,102500,102500,Customers Bank,Y,Existing or more than 2 years old,7,453998,Y,Corporation,103227.33,1/25/21,"124 East 170th Street Bronx, NY",0101000020E610000024F548E8937A52C0E0D68641686B4440
35,35,World,M,100,A,"909 E 135th St, Bronx, New York, 10454","909 E 135th St, Bronx, NY, 10454, USA",909 E 135th St,PointAddress,NULL,NULL,"909 E 135th St, Bronx, New York, 10454",NULL,NULL,20,NULL,909,NULL,NULL,NULL,NULL,E,NULL,135th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909 E 135th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3697,USA,United States,ENG,0,-73.9092684,40.80061247,-73.9092684,40.80061247,-73.9102684,-73.9082684,40.79961247,40.80161247,NULL,"909 E 135th St Bronx, NY",396188,1722487702,WALDORF BAKERS INC.,909 E 135th St,Bronx,NY,10454,4/22/21,Paid in Full,102469,102469,102469,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,15,311812,Y,Corporation,103378.36,3/24/21,"909 E 135th St Bronx, NY",0101000020E61000005CF41074317A52C0E8CC24787A664440
36,36,World,M,100,A,"1009 Ogden Ave, Bronx, New York, 10452","1009 Ogden Ave, Bronx, NY, 10452, USA",1009 Ogden Ave,PointAddress,NULL,NULL,"1009 Ogden Ave, Bronx, New York, 10452",NULL,NULL,20,NULL,1009,NULL,NULL,NULL,NULL,NULL,NULL,Ogden,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1009 Ogden Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,5104,USA,United States,ENG,0,-73.92933115,40.83330206,-73.92933115,40.83330206,-73.93033115,-73.92833115,40.83230206,40.83430206,NULL,"1009 Ogden Ave Bronx, NY",396368,8862328003,GRACE INTERNATIONAL MARKET,1009 Ogden Ave,Bronx,NY,10452-5104,3/19/22,Paid in Full,102245,102245,102245,"Kabbage, Inc.",Y,Existing or more than 2 years old,7,445110,Y,Self-Employed Individuals,103883.72,2/14/22,"1009 Ogden Ave Bronx, NY",0101000020E6100000F0F65C297A7B52C060D54CA4A96A4440
37,37,World,M,98.64,A,"2417 3rd Ave, Bronx, New York, 10451","2417 3rd Ave, Bronx, NY, 10451, USA",2417 3rd Ave,PointAddress,NULL,NULL,"2417 3rd Ave, Bronx, New York, 10451",NULL,NULL,20,NULL,2417,NULL,NULL,NULL,NULL,NULL,NULL,3rd,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2417 3rd Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,6331,USA,United States,ENG,0,-73.9306601,40.80875712,-73.9306601,40.80875712,-73.9316601,-73.9296601,40.80775712,40.80975712,510,"2417 Third Ave 510 Bronx, NY",398227,1676367808,ALBERT MENIN INTERIORS,2417 Third Ave 510,Bronx,NY,10451-6330,3/23/22,Paid in Full,100071,100071,100071,Cross River Bank,Y,Existing or more than 2 years old,13,337110,Y,Corporation,101757.13,1/31/22,"2417 Third Ave 510 Bronx, NY",0101000020E61000001CF762EF8F7B52C020CF725A85674440
38,38,World,M,100,A,"256 St Anns Ave, Bronx, New York, 10454","256 St Anns Ave, Bronx, NY, 10454, USA",256 St Anns Ave,PointAddress,NULL,NULL,"256 St Anns Ave, Bronx, New York, 10454",NULL,NULL,20,NULL,256,NULL,NULL,NULL,NULL,NULL,NULL,St Anns,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,256 St Anns Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,2608,USA,United States,ENG,0,-73.91702643,40.8072216,-73.91702643,40.8072216,-73.91802643,-73.91602643,40.8062216,40.8082216,NULL,"256 Saint Anns Ave Bronx, NY",399645,3620118810,"FRUITS, VEGS & MEAT CORP",256 Saint Anns Ave,Bronx,NY,10454-2608,10/20/21,Paid in Full,99042,99042,99042,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,25,445110,Y,Corporation,99465.29,9/21/21,"256 Saint Anns Ave Bronx, NY",0101000020E61000005CF5A28FB07A52C0B0CE8C0953674440
39,39,World,T,77.13,A,Bronx Terminal Market,"Bronx Terminal Market, 610 Exterior St, Bronx, NY, 10451, USA",Bronx Terminal Market,POI,Shopping Center,Bronx Terminal Market,"610 Exterior St, Bronx, New York, 10451",NULL,NULL,19,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,Exterior,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,610 Exterior St,NULL,NULL,NULL,NULL,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,NULL,USA,United States,ENG,0,-73.929486,40.822608,-73.929486,40.822608,-73.931486,-73.927486,40.820608,40.824608,234 236 ROW B | NY,"234-236 Row B NYC Terminal Market Bronx, NY",400147,2712957310,LEE LOI INDUSTRIES INC.,234-236 Row B NYC Terminal Market,Bronx,NY,10474,5/21/21,Paid in Full,98482,98482,98482,Signature Bank,N,Existing or more than 2 years old,10,424480,Y,Corporation,99412.86,4/19/21,"234-236 Row B NYC Terminal Market Bronx, NY",0101000020E6100000B805D9B27C7B52C0D8B60C384B694440
40,40,World,M,100,A,"557 Grand Conc, Bronx, New York, 10451","557 Grand Conc, Bronx, NY, 10451, USA",557 Grand Conc,PointAddress,NULL,NULL,"557 Grand Conc, Bronx, New York, 10451",NULL,NULL,20,NULL,557,NULL,NULL,NULL,NULL,NULL,NULL,Grand,Conc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,557 Grand Conc,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5253,USA,United States,ENG,0,-73.92731681,40.8190537,-73.92731681,40.8190537,-73.92831681,-73.92631681,40.8180537,40.8200537,NULL,"557 Grand Concourse Suite 3 #140 Bronx, NY",400687,2805968003,"ARETE EDUCATION, INC.",557 Grand Concourse Suite 3 #140,Bronx,NY,10451,5/18/21,Paid in Full,97900,97900,97900,"Citibank, N.A.",Y,Existing or more than 2 years old,36,611699,Y,Non-Profit Organization,98658.72,4/6/21,"557 Grand Concourse Suite 3 #140 Bronx, NY",0101000020E6100000B0F69C28597B52C0B8D16EC0D6684440
41,41,World,M,100,A,"886 E 149th St, Bronx, New York, 10455","886 E 149th St, Bronx, NY, 10455, USA",886 E 149th St,PointAddress,NULL,NULL,"886 E 149th St, Bronx, New York, 10455",NULL,NULL,20,NULL,886,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,886 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,5012,USA,United States,ENG,0,-73.903548,40.81068085,-73.903548,40.81068085,-73.904548,-73.902548,40.80968085,40.81168085,NULL,"886 East 149th Street Bronx, NY",401112,9580477307,HERCULES DOOR HARDWARE CORP,886 East 149th Street,Bronx,NY,10455,6/30/21,Paid in Full,97500,97500,97500,"TD Bank, National Association",Y,Existing or more than 2 years old,12,541512,Y,Corporation,98428.96,4/15/21,"886 East 149th Street Bronx, NY",0101000020E6100000A4F3FABAD37952C098CFDE63C4674440
42,42,World,M,100,A,"542 Southern Blvd, Bronx, New York, 10455","542 Southern Blvd, Bronx, NY, 10455, USA",542 Southern Blvd,PointAddress,NULL,NULL,"542 Southern Blvd, Bronx, New York, 10455",NULL,NULL,20,NULL,542,NULL,NULL,NULL,NULL,NULL,NULL,Southern,Blvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,542 Southern Blvd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,3791,USA,United States,ENG,0,-73.90382837,40.81206248,-73.90382837,40.81206248,-73.90482837,-73.90282837,40.81106248,40.81306248,NULL,"542 Southern Blvd Bronx, NY",402385,6465777304,SHREE RUSHIN RX INC,542 Southern Blvd,Bronx,NY,10455-3715,4/23/21,Paid in Full,89660,96075,96075,"Lendistry SBLC, LLC",Y,Existing or more than 2 years old,9,446110,Y,Corporation,96854.13,3/5/21,"542 Southern Blvd Bronx, NY",0101000020E6100000B0F3F452D87952C0E0CFD4A9F1674440
43,43,World,M,100,A,"324 Bryant Ave, Bronx, New York, 10474","324 Bryant Ave, Bronx, NY, 10474, USA",324 Bryant Ave,PointAddress,NULL,NULL,"324 Bryant Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,324,NULL,NULL,NULL,NULL,NULL,NULL,Bryant,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,324 Bryant Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,7113,USA,United States,ENG,0,-73.88363318,40.80780674,-73.88363318,40.80780674,-73.88463318,-73.88263318,40.80680674,40.80880674,NULL,"324 Bryant Ave Bronx, NY",402851,7210507710,ACA FREIGHT FORWARDING INC,324 Bryant Ave,Bronx,NY,10474,1/21/21,Paid in Full,95600,95600,95600,"Citibank, N.A.",Y,Existing or more than 2 years old,10,488510,Y,Subchapter S Corporation,96192.19,12/21/20,"324 Bryant Ave Bronx, NY",0101000020E61000001CF130728D7852C0D8CE103666674440
44,44,World,M,100,A,"546 Barretto St, Bronx, New York, 10474","546 Barretto St, Bronx, NY, 10474, USA",546 Barretto St,PointAddress,NULL,NULL,"546 Barretto St, Bronx, New York, 10474",NULL,NULL,20,NULL,546,NULL,NULL,NULL,NULL,NULL,NULL,Barretto,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,546 Barretto St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6720,USA,United States,ENG,0,-73.88842486,40.81145375,-73.88842486,40.81145375,-73.88942486,-73.88742486,40.81045375,40.81245375,NULL,"546 Barretto St Bronx, NY",403310,2905318603,PLATANO DEPOT LLC,546 Barretto St,Bronx,NY,10474-6720,11/9/21,Paid in Full,95062,95062,95062,Ponce Bank,N,Existing or more than 2 years old,5,311411,Y,Limited  Liability Company(LLC),95625.06,10/22/21,"546 Barretto St Bronx, NY",0101000020E6100000B4F1F6F3DB7852C0C8CF62B7DD674440
45,45,World,M,100,A,"1455 Cromwell Ave, Bronx, New York, 10452","1455 Cromwell Ave, Bronx, NY, 10452, USA",1455 Cromwell Ave,PointAddress,NULL,NULL,"1455 Cromwell Ave, Bronx, New York, 10452",NULL,NULL,20,NULL,1455,NULL,NULL,NULL,NULL,NULL,NULL,Cromwell,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1455 Cromwell Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,3250,USA,United States,ENG,0,-73.91876082,40.84242714,-73.91876082,40.84242714,-73.91976082,-73.91776082,40.84142714,40.84342714,NULL,"1455 Cromwell Ave Bronx, NY",404251,5491647310,SULLIVAN CUSTOM WOOD FLOORS INC,1455 Cromwell Ave,Bronx,NY,10452,8/10/21,Paid in Full,94135,94135,94135,Celtic Bank Corporation,Y,Existing or more than 2 years old,6,236115,Y,Subchapter S Corporation,95269.78,7/15/21,"1455 Cromwell Ave Bronx, NY",0101000020E610000098F52AFACC7A52C0A8D70EA7D46B4440
47,47,World,M,99,A,"115 Featherbed Ln, Bronx, New York, 10452","115 Featherbed Ln, Bronx, NY, 10452, USA",115 Featherbed Ln,PointAddress,NULL,NULL,"115 Featherbed Ln, Bronx, New York, 10452",NULL,NULL,20,NULL,115,NULL,NULL,NULL,NULL,NULL,NULL,Featherbed,Ln,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115 Featherbed Ln,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,1615,USA,United States,ENG,0,-73.91894715,40.84626702,-73.91894715,40.84626702,-73.91994715,-73.91794715,40.84526702,40.84726702,NULL,"115 Feather Bed LN #A Bronx, NY",405782,9669787204,STAR PHARMA INC,115 Feather Bed LN #A,Bronx,NY,10452,4/9/21,Paid in Full,92609,92609,92609,Valley National Bank,Y,Existing or more than 2 years old,6,446110,Y,Subchapter S Corporation,93434.76,3/23/21,"115 Feather Bed LN #A Bronx, NY",0101000020E61000009CF5B007D07A52C0A0D8447A526C4440
48,48,World,M,100,A,"369 E 149th St, Bronx, New York, 10455","369 E 149th St, Bronx, NY, 10455, USA",369 E 149th St,PointAddress,NULL,NULL,"369 E 149th St, Bronx, New York, 10455",NULL,NULL,20,NULL,369,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,NULL,USA,United States,ENG,0,-73.91877414,40.81653134,-73.91877414,40.81653134,-73.91977414,-73.91777414,40.81553134,40.81753134,NULL,"369 East 149th Street 11th Fl Bronx, NY",406398,3964397200,DOMINICANOS USA INC,369 East 149th Street 11th Fl,Bronx,NY,10455,4/23/21,Paid in Full,92000,92000,92000,Popular Bank,Y,Existing or more than 2 years old,10,611710,Y,Professional Association,82496.56,12/14/20,"369 East 149th Street 11th Fl Bronx, NY",0101000020E610000098F51032CD7A52C018D14A1984684440
49,49,World,M,100,A,"136 Alexander Ave, Bronx, New York, 10454","136 Alexander Ave, Bronx, NY, 10454, USA",136 Alexander Ave,PointAddress,NULL,NULL,"136 Alexander Ave, Bronx, New York, 10454",NULL,NULL,20,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,Alexander,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,136 Alexander Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,4570,USA,United States,ENG,0,-73.92689705,40.80734888,-73.92689705,40.80734888,-73.92789705,-73.92589705,40.80634888,40.80834888,NULL,"136 Alexander Ave Bronx, NY",407439,7549628401,136 ALEXANDER CAFE LLC,136 Alexander Ave,Bronx,NY,10454-4570,9/20/22,Paid in Full,90955,90955,90955,Loan Source Incorporated,Y,Existing or more than 2 years old,26,722511,Y,Limited  Liability Company(LLC),92315.59,8/18/22,"136 Alexander Ave Bronx, NY",0101000020E6100000A0F6FC47527B52C0C0CE3E3557674440
50,50,World,M,100,A,"557 Grand Conc, Bronx, New York, 10451","557 Grand Conc, Bronx, NY, 10451, USA",557 Grand Conc,PointAddress,NULL,NULL,"557 Grand Conc, Bronx, New York, 10451",NULL,NULL,20,NULL,557,NULL,NULL,NULL,NULL,NULL,NULL,Grand,Conc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,557 Grand Conc,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5253,USA,United States,ENG,0,-73.92731681,40.8190537,-73.92731681,40.8190537,-73.92831681,-73.92631681,40.8180537,40.8200537,NULL,"557 Grand Concourse Ste 4089 Bronx, NY",408059,5426558100,"NYC SMALL BUSINESS SOLUTIONS, INC",557 Grand Concourse Ste 4089,Bronx,NY,10451,3/18/22,Paid in Full,90291,90291,90291,"Kabbage, Inc.",Y,Existing or more than 2 years old,6,541990,Y,Corporation,91488.28,11/17/21,"557 Grand Concourse Ste 4089 Bronx, NY",0101000020E6100000B0F69C28597B52C0B8D16EC0D6684440
51,51,World,M,100,A,"2770 3rd Ave, Bronx, New York, 10455","2770 3rd Ave, Bronx, NY, 10455, USA",2770 3rd Ave,PointAddress,NULL,NULL,"2770 3rd Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,2770,NULL,NULL,NULL,NULL,NULL,NULL,3rd,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2770 3rd Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,4029,USA,United States,ENG,0,-73.91995423,40.81467365,-73.91995423,40.81467365,-73.92095423,-73.91895423,40.81367365,40.81567365,NULL,"2770 Third Ave Bronx, NY",411300,1710667809,MASA-MEXED INC,2770 Third Ave,Bronx,NY,10455,3/19/22,Paid in Full,87465,87465,87465,"TD Bank, National Association",Y,Existing or more than 2 years old,14,611710,Y,Corporation,88983.49,2/11/22,"2770 Third Ave Bronx, NY",0101000020E6100000C0F5B687E07A52C090D0EE3947684440
52,52,World,M,100,A,"480 Austin Pl, Bronx, New York, 10455","480 Austin Pl, Bronx, NY, 10455, USA",480 Austin Pl,PointAddress,NULL,NULL,"480 Austin Pl, Bronx, New York, 10455",NULL,NULL,20,NULL,480,NULL,NULL,NULL,NULL,NULL,NULL,Austin,Pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,480 Austin Pl,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,5018,USA,United States,ENG,0,-73.90413473,40.80998444,-73.90413473,40.80998444,-73.90513473,-73.90313473,40.80898444,40.81098444,NULL,"480  Austin Place Building A Bronx, NY",411674,9236647104,IFS STUDIO INC,480  Austin Place Building A,Bronx,NY,10455-5023,7/14/21,Paid in Full,87082,87082,87082,Celtic Bank Corporation,Y,Existing or more than 2 years old,9,337212,Y,Subchapter S Corporation,88081.65,6/17/21,"480  Austin Place Building A Bronx, NY",0101000020E6100000B8F3EA57DD7952C068CFF491AD674440
53,53,World,M,100,A,"610 Exterior St, Bronx, New York, 10451","610 Exterior St, Bronx, NY, 10451, USA",610 Exterior St,PointAddress,NULL,NULL,"610 Exterior St, Bronx, New York, 10451",NULL,NULL,20,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,Exterior,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,610 Exterior St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,2044,USA,United States,ENG,0,-73.93062138,40.82200732,-73.93062138,40.82200732,-73.93162138,-73.92962138,40.82100732,40.82300732,NULL,"610 Exterior St Bronx, NY",411710,9122697110,MARISCO CENTER INC.,610 Exterior St,Bronx,NY,10451,5/27/21,Paid in Full,87040,87040,87040,Hanover Community Bank,Y,Existing or more than 2 years old,25,722511,Y,Corporation,87842.42,4/5/21,"610 Exterior St Bronx, NY",0101000020E610000020F7F64C8F7B52C070D2268937694440
54,54,World,M,100,A,"110 E 153rd St, Bronx, New York, 10451","110 E 153rd St, Bronx, NY, 10451, USA",110 E 153rd St,PointAddress,NULL,NULL,"110 E 153rd St, Bronx, New York, 10451",NULL,NULL,20,NULL,110,NULL,NULL,NULL,NULL,E,NULL,153rd,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110 E 153rd St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5230,USA,United States,ENG,0,-73.92764144,40.82318866,-73.92764144,40.82318866,-73.92864144,-73.92664144,40.82218866,40.82418866,NULL,"110 E 153rd St Bronx, NY",413186,3977188910,WIPE-TEX INTERNATIONAL CORP,110 E 153rd St,Bronx,NY,10451-5230,12/18/21,Paid in Full,85790,85790,85790,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,17,313210,N,Partnership,86212.71,10/29/21,"110 E 153rd St Bronx, NY",0101000020E6100000BCF6367A5E7B52C0C0D2FE3E5E694440
